region,year_start,forecast_window,window_start_month,window_end_month,window_order,n_weather_days,lat,lon,rain_sum,rain_mean,rain_days,dry_days,max_3day_rain,max_7day_rain,max_consecutive_dry_days,heavy_rain_days_10,heavy_rain_days_25,tmax_mean,tmax_max,tmin_mean,tmin_min,heat_days_25,heat_days_30,heat_days_35,heat_degree_days_30,frost_days_0,cold_days_5,radiation_sum,radiation_mean,evap_sum,evap_mean,vp_mean,vp_min,vp_max,hot_dry_days_30_rain_lt_1,high_evap_dry_days,heat_and_low_rain_days
Victoria,2015,May-Oct,5,10,5,184,-36.5,143.5,168.7,0.9168478260869565,32,152,18.0,29.3,24,5,0,16.936956521739134,36.1,5.225543478260869,-3.0,23,13,2,34.699999999999996,11,96,2171.7,11.802717391304347,423.8,2.3032608695652175,9.681521739130435,5.4,17.5,12,22,12
Victoria,2016,May-Jun,5,6,1,61,-36.5,143.5,131.8,2.1606557377049183,18,43,27.700000000000003,31.9,7,7,0,15.240983606557377,25.5,6.426229508196721,-0.9,1,0,0,0.0,5,22,501.99999999999994,8.22950819672131,78.1,1.2803278688524589,10.600000000000001,7.1,16.2,0,0,0
Victoria,2016,May-Jul,5,7,2,92,-36.5,143.5,189.29999999999998,2.0576086956521737,28,64,27.700000000000003,31.9,8,9,0,14.467391304347826,25.5,6.072826086956521,-0.9,1,0,0,0.0,7,34,751.4000000000001,8.167391304347827,107.3,1.1663043478260868,10.380434782608697,6.8,16.2,0,0,0
Victoria,2016,May-Aug,5,8,3,123,-36.5,143.5,240.10000000000002,1.9520325203252034,37,86,27.700000000000003,31.9,8,10,0,14.469105691056908,25.5,5.617073170731707,-0.9,1,0,0,0.0,7,57,1109.1000000000004,9.01707317073171,157.0,1.2764227642276422,10.175609756097563,6.8,16.2,0,0,0
Victoria,2016,May-Sep,5,9,4,153,-36.5,143.5,399.20000000000005,2.609150326797386,47,106,77.8,117.8,9,16,3,14.739215686274513,25.5,5.71437908496732,-0.9,1,0,0,0.0,7,69,1505.3000000000002,9.838562091503269,222.0,1.4509803921568627,10.286274509803922,6.8,16.2,0,0,0
Victoria,2016,May-Oct,5,10,5,184,-36.5,143.5,466.5,2.535326086956522,55,129,77.8,117.8,11,17,4,15.508152173913043,27.4,5.817391304347827,-0.9,4,0,0,0.0,7,80,2108.0,11.456521739130435,332.90000000000003,1.8092391304347828,10.247282608695652,6.8,16.2,0,5,0
Victoria,2017,May-Jun,5,6,1,61,-36.5,143.5,45.5,0.7459016393442623,4,57,35.4,37.0,31,1,1,15.593442622950821,19.7,3.873770491803278,-1.6,0,0,0,0.0,5,45,566.9999999999999,9.295081967213113,66.1,1.083606557377049,9.798360655737701,6.5,14.2,0,0,0
Victoria,2017,May-Jul,5,7,2,92,-36.5,143.5,86.2,0.9369565217391305,13,79,35.4,37.0,34,2,1,14.985869565217397,21.4,3.3815217391304344,-3.5,0,0,0,0.0,13,69,846.0,9.195652173913043,105.8,1.15,9.38913043478261,5.9,14.2,0,0,0
Victoria,2017,May-Aug,5,8,3,123,-36.5,143.5,151.70000000000002,1.2333333333333334,23,100,35.4,37.0,34,4,1,14.715447154471546,21.4,3.3528455284552847,-3.5,0,0,0,0.0,19,90,1186.4,9.645528455284554,154.69999999999996,1.257723577235772,9.323577235772357,5.9,14.2,0,0,0
Victoria,2017,May-Sep,5,9,4,153,-36.5,143.5,175.7,1.1483660130718953,28,125,35.4,37.0,34,4,1,15.371895424836605,32.5,3.658169934640523,-3.5,2,1,0,2.5,22,104,1647.6,10.768627450980391,241.8,1.5803921568627453,9.34705882352941,5.9,14.2,1,1,1
Victoria,2017,May-Oct,5,10,5,184,-36.5,143.5,204.39999999999998,1.1108695652173912,32,152,35.4,37.0,34,5,1,16.724456521739132,32.5,4.342934782608695,-3.5,14,3,0,5.300000000000001,22,113,2282.3999999999996,12.404347826086955,373.6,2.0304347826086957,9.642391304347827,5.9,20.3,3,6,3
Victoria,2018,May-Jun,5,6,1,61,-36.5,143.5,72.39999999999999,1.1868852459016392,11,50,23.7,24.099999999999998,17,3,0,15.53114754098361,24.4,4.79016393442623,-1.9,0,0,0,0.0,5,35,536.0,8.78688524590164,80.69999999999999,1.322950819672131,9.6,7.1,13.5,0,0,0
Victoria,2018,May-Jul,5,7,2,92,-36.5,143.5,106.8,1.1608695652173913,20,72,23.7,24.099999999999998,17,3,0,14.871739130434781,24.4,4.175,-2.4,0,0,0,0.0,10,58,809.3,8.796739130434782,126.00000000000001,1.3695652173913044,9.147826086956522,6.2,13.5,0,0,0
Victoria,2018,May-Aug,5,8,3,123,-36.5,143.5,147.1,1.1959349593495934,25,98,23.7,29.499999999999996,17,4,0,14.76747967479675,24.4,3.9130081300813,-2.8,0,0,0,0.0,14,80,1167.8,9.49430894308943,186.39999999999998,1.5154471544715444,9.017886178861787,6.0,13.5,0,0,0
Victoria,2018,May-Sep,5,9,4,153,-36.5,143.5,156.3,1.0215686274509805,30,123,23.7,29.499999999999996,17,4,0,15.498039215686276,26.7,3.7679738562091503,-2.8,2,0,0,0.0,18,102,1677.0,10.96078431372549,282.9,1.8490196078431371,8.918954248366013,4.4,13.5,0,3,0
Victoria,2018,May-Oct,5,10,5,184,-36.5,143.5,175.3,0.9527173913043478,35,149,23.7,29.499999999999996,20,4,0,16.88097826086957,31.2,4.530434782608695,-2.8,13,2,0,1.1999999999999993,18,107,2292.3,12.458152173913044,426.59999999999997,2.318478260869565,9.090217391304348,4.4,16.2,2,14,2
Victoria,2019,May-Jun,5,6,1,61,-36.5,143.5,135.1,2.2147540983606557,17,44,31.3,35.8,14,5,1,15.313114754098361,21.1,5.362295081967212,-1.8,0,0,0,0.0,3,31,547.0999999999999,8.968852459016391,80.60000000000001,1.3213114754098363,10.321311475409834,6.6,16.4,0,0,0
Victoria,2019,May-Jul,5,7,2,92,-36.5,143.5,189.99999999999997,2.0652173913043477,27,65,31.3,35.8,14,7,1,14.671739130434782,21.1,5.117391304347827,-1.8,0,0,0,0.0,4,48,815.7,8.866304347826087,116.2,1.2630434782608695,10.043478260869566,6.6,16.4,0,0,0
Victoria,2019,May-Aug,5,8,3,123,-36.5,143.5,221.00000000000003,1.7967479674796751,34,89,31.3,35.8,14,7,1,14.402439024390246,21.1,4.5252032520325205,-1.8,0,0,0,0.0,8,73,1171.6999999999998,9.5260162601626,169.0,1.3739837398373984,9.729268292682926,6.6,16.4,0,0,0
Victoria,2019,May-Sep,5,9,4,153,-36.5,143.5,244.99999999999997,1.6013071895424835,41,112,31.3,35.8,14,7,1,15.003921568627453,26.9,4.424183006535948,-1.8,1,0,0,0.0,10,92,1638.5,10.709150326797385,252.20000000000002,1.6483660130718956,9.655555555555555,6.6,16.4,0,1,0
Victoria,2019,May-Oct,5,10,5,184,-36.5,143.5,254.79999999999998,1.384782608695652,43,141,31.3,35.8,21,7,1,16.432065217391305,35.2,4.919021739130436,-1.8,12,5,1,15.899999999999999,10,101,2275.7999999999997,12.368478260869564,401.20000000000005,2.180434782608696,9.62445652173913,6.6,16.4,5,13,5
Victoria,2020,May-Jun,5,6,1,61,-36.5,143.5,63.20000000000001,1.036065573770492,16,45,27.4,27.4,12,2,0,14.601639344262296,21.6,4.177049180327869,-1.8,0,0,0,0.0,11,33,566.4,9.285245901639344,67.4,1.1049180327868853,9.485245901639347,7.0,13.0,0,0,0
Victoria,2020,May-Jul,5,7,2,92,-36.5,143.5,67.19999999999999,0.7304347826086955,17,75,27.4,27.4,28,2,0,14.222826086956522,21.6,3.5489130434782608,-2.1,0,0,0,0.0,16,58,850.2,9.241304347826087,97.70000000000002,1.0619565217391307,9.270652173913044,6.9,13.0,0,0,0
Victoria,2020,May-Aug,5,8,3,123,-36.5,143.5,120.9,0.9829268292682928,27,96,33.8,43.0,35,3,1,14.227642276422765,21.6,3.521951219512195,-2.1,0,0,0,0.0,21,79,1204.8999999999999,9.795934959349593,148.2,1.2048780487804878,9.204878048780488,6.8,13.0,0,0,0
Victoria,2020,May-Sep,5,9,4,153,-36.5,143.5,159.7,1.0437908496732025,34,119,33.8,43.0,35,3,1,15.0359477124183,23.4,4.0967320261437905,-2.1,0,0,0,0.0,22,92,1656.0,10.823529411764707,231.9,1.5156862745098039,9.388235294117647,6.8,14.8,0,0,0
Victoria,2020,May-Oct,5,10,5,184,-36.5,143.5,210.99999999999997,1.1467391304347825,43,141,33.8,43.0,35,4,1,16.143478260869564,31.8,4.805978260869565,-2.1,8,3,0,3.1999999999999993,22,99,2208.3,12.00163043478261,337.5,1.8342391304347827,9.675543478260868,6.8,16.4,3,3,3
Victoria,2021,May-Jun,5,6,1,61,-36.5,143.5,106.2,1.7409836065573772,13,48,23.3,24.099999999999998,14,5,0,15.624590163934425,26.8,5.604918032786884,-1.6,1,0,0,0.0,3,21,514.3,8.431147540983606,79.2,1.298360655737705,10.096721311475411,6.9,13.5,0,0,0
Victoria,2021,May-Jul,5,7,2,92,-36.5,143.5,171.7,1.8663043478260868,28,64,23.3,27.6,14,6,0,14.56195652173913,26.8,5.057608695652173,-1.6,1,0,0,0.0,7,41,764.6,8.310869565217391,113.0,1.2282608695652173,9.765217391304349,6.9,13.5,0,0,0
Victoria,2021,May-Aug,5,8,3,123,-36.5,143.5,196.39999999999998,1.5967479674796745,36,87,23.3,27.6,14,6,0,14.76829268292683,26.8,4.874796747967478,-1.6,1,0,0,0.0,9,59,1122.7,9.127642276422765,164.3,1.3357723577235774,9.752032520325203,6.9,13.5,0,0,0
Victoria,2021,May-Sep,5,9,4,153,-36.5,143.5,274.29999999999995,1.7928104575163395,45,108,39.1,39.1,14,10,0,15.42156862745098,27.1,5.037908496732026,-1.6,2,0,0,0.0,9,73,1591.2999999999997,10.40065359477124,252.60000000000002,1.6509803921568629,9.81111111111111,6.8,15.6,0,1,0
Victoria,2021,May-Oct,5,10,5,184,-36.5,143.5,314.9,1.7114130434782608,53,131,42.4,55.2,14,10,0,16.247282608695652,30.5,5.256521739130434,-1.6,7,1,0,0.5,9,85,2215.3,12.03967391304348,364.4,1.9804347826086954,9.901630434782609,6.8,15.6,1,4,1
Western Australia,1989,May-Jun,5,6,1,61,-31.0,117.0,133.89999999999998,2.1950819672131145,20,41,58.099999999999994,63.8,14,3,1,18.454098360655735,27.8,7.99344262295082,2.4,2,0,0,0.0,0,13,673.9,11.047540983606558,136.40000000000003,2.2360655737704924,10.978688524590167,6.3,18.0,0,2,0
Western Australia,1989,May-Jul,5,7,2,92,-31.0,117.0,177.79999999999995,1.9326086956521735,31,61,58.099999999999994,63.8,14,3,1,17.347826086956523,27.8,7.142391304347826,0.8,2,0,0,0.0,0,24,1002.1,10.892391304347827,191.70000000000002,2.083695652173913,10.639130434782606,6.3,18.0,0,2,0
Western Australia,1989,May-Aug,5,8,3,123,-31.0,117.0,192.79999999999998,1.5674796747967479,34,89,58.099999999999994,63.8,14,3,1,17.43333333333333,27.8,6.633333333333332,0.2,2,0,0,0.0,0,43,1474.7999999999997,11.990243902439023,275.59999999999997,2.2406504065040647,10.24959349593496,6.0,18.0,0,4,0
Western Australia,1989,May-Sep,5,9,4,153,-31.0,117.0,201.99999999999997,1.3202614379084965,37,116,58.099999999999994,63.8,18,3,1,18.15686274509804,27.8,6.804575163398693,0.2,7,0,0,0.0,0,46,2038.7,13.32483660130719,395.5,2.584967320261438,10.386928104575166,6.0,18.0,0,10,0
Western Australia,1989,May-Oct,5,10,5,184,-31.0,117.0,218.79999999999995,1.1891304347826084,43,141,58.099999999999994,63.8,18,3,1,18.809239130434783,27.8,6.982065217391304,0.2,12,0,0,0.0,0,52,2725.7,14.813586956521737,544.7,2.9603260869565218,10.479891304347825,6.0,18.0,0,23,0
Western Australia,1990,May-Jun,5,6,1,61,-31.0,117.0,48.9,0.8016393442622951,12,49,21.6,24.5,15,1,0,18.865573770491803,30.1,6.814754098360656,-0.4,4,1,0,0.10000000000000142,2,21,702.9,11.52295081967213,126.39999999999999,2.0721311475409836,10.931147540983607,7.0,19.8,1,0,1
Western Australia,1990,May-Jul,5,7,2,92,-31.0,117.0,121.19999999999999,1.317391304347826,23,69,27.2,39.400000000000006,15,3,0,17.68586956521739,30.1,6.2228260869565215,-0.4,4,1,0,0.10000000000000142,5,38,1042.6000000000001,11.332608695652175,180.50000000000003,1.9619565217391308,10.582608695652175,7.0,19.8,1,0,1
Western Australia,1990,May-Aug,5,8,3,123,-31.0,117.0,155.6,1.265040650406504,33,90,27.2,39.400000000000006,15,3,0,17.144715447154468,30.1,6.240650406504065,-0.4,4,1,0,0.10000000000000142,5,49,1419.3000000000004,11.539024390243906,246.39999999999998,2.003252032520325,10.515447154471545,6.7,19.8,1,0,1
Western Australia,1990,May-Sep,5,9,4,153,-31.0,117.0,181.3,1.184967320261438,43,110,27.2,39.400000000000006,15,3,0,17.97124183006536,31.0,6.452941176470588,-0.4,12,2,0,1.1000000000000014,5,55,1967.2000000000003,12.857516339869283,353.70000000000005,2.311764705882353,10.57516339869281,6.7,19.8,2,4,2
Western Australia,1990,May-Oct,5,10,5,184,-31.0,117.0,224.39999999999998,1.2195652173913043,48,136,29.9,39.400000000000006,16,4,1,18.78315217391304,37.8,6.922282608695652,-0.4,18,5,1,13.999999999999996,5,55,2651.1000000000004,14.408152173913045,502.6,2.731521739130435,10.779891304347826,6.7,19.8,5,18,5
Western Australia,1991,May-Jun,5,6,1,61,-31.0,117.0,98.6,1.6163934426229507,18,43,29.699999999999996,34.599999999999994,10,3,0,19.570491803278685,29.1,9.698360655737703,4.7,3,0,0,0.0,0,3,662.1,10.854098360655739,156.8,2.5704918032786885,11.983606557377051,5.6,18.6,0,2,0
Western Australia,1991,May-Jul,5,7,2,92,-31.0,117.0,174.7,1.8989130434782608,33,59,30.700000000000003,34.599999999999994,10,5,1,18.48695652173913,29.1,8.823913043478262,1.2,3,0,0,0.0,0,9,998.5000000000001,10.853260869565219,212.79999999999998,2.3130434782608695,11.729347826086958,5.6,18.6,0,2,0
Western Australia,1991,May-Aug,5,8,3,123,-31.0,117.0,206.8,1.6813008130081302,41,82,30.700000000000003,34.599999999999994,12,5,1,18.15691056910569,29.1,8.277235772357724,1.2,3,0,0,0.0,0,17,1423.3999999999999,11.572357723577234,286.79999999999995,2.3317073170731706,11.373983739837398,5.6,18.6,0,2,0
Western Australia,1991,May-Sep,5,9,4,153,-31.0,117.0,232.6,1.5202614379084967,47,106,30.700000000000003,34.599999999999994,14,5,1,18.602614379084965,31.7,8.069281045751634,1.2,7,1,0,1.6999999999999993,0,24,1965.8000000000002,12.848366013071896,389.29999999999995,2.5444444444444443,11.424183006535948,5.6,18.6,1,4,1
Western Australia,1991,May-Oct,5,10,5,184,-31.0,117.0,250.89999999999998,1.3635869565217391,53,131,30.700000000000003,34.599999999999994,14,5,1,19.958152173913046,35.2,8.46358695652174,1.2,25,10,1,20.500000000000004,0,26,2697.7999999999997,14.661956521739128,581.8,3.16195652173913,11.461413043478261,5.6,18.6,9,27,9
Western Australia,1992,May-Jun,5,6,1,61,-31.0,117.0,75.0,1.2295081967213115,16,45,22.700000000000003,27.8,18,1,0,18.752459016393438,24.7,8.596721311475408,2.1,0,0,0,0.0,0,7,668.4000000000002,10.957377049180332,130.3,2.136065573770492,11.9344262295082,7.4,17.4,0,0,0
Western Australia,1992,May-Jul,5,7,2,92,-31.0,117.0,121.60000000000001,1.3217391304347827,27,65,22.700000000000003,30.5,18,2,0,18.28586956521739,24.7,8.283695652173913,2.1,0,0,0,0.0,0,15,996.2,10.828260869565218,182.59999999999997,1.9847826086956517,11.698913043478262,7.4,17.4,0,0,0
Western Australia,1992,May-Aug,5,8,3,123,-31.0,117.0,193.1,1.5699186991869918,43,80,22.700000000000003,32.3,18,3,0,17.669105691056913,24.7,7.902439024390243,0.0,0,0,0,0.0,1,23,1377.2,11.196747967479675,242.2,1.9691056910569105,11.495121951219513,7.4,17.4,0,0,0
Western Australia,1992,May-Sep,5,9,4,153,-31.0,117.0,244.3,1.596732026143791,52,101,26.299999999999997,32.3,18,4,0,17.48888888888889,25.5,7.6718954248366025,0.0,1,0,0,0.0,1,28,1832.5,11.977124183006536,327.20000000000005,2.1385620915032684,11.396732026143793,7.4,17.4,0,1,0
Western Australia,1992,May-Oct,5,10,5,184,-31.0,117.0,254.90000000000003,1.3853260869565218,54,130,26.299999999999997,32.3,25,4,0,18.601086956521737,36.3,7.944565217391306,0.0,15,6,2,21.899999999999995,1,33,2545.1,13.832065217391303,492.5,2.676630434782609,11.30054347826087,7.4,17.4,6,18,6
Western Australia,1993,May-Jun,5,6,1,61,-31.0,117.0,180.60000000000002,2.9606557377049185,16,45,50.0,55.199999999999996,16,4,3,17.714754098360658,26.7,8.147540983606557,3.6,1,0,0,0.0,0,13,670.4,10.99016393442623,141.90000000000003,2.3262295081967217,11.077049180327872,7.5,17.3,0,1,0
Western Australia,1993,May-Jul,5,7,2,92,-31.0,117.0,224.50000000000003,2.440217391304348,25,67,50.0,55.199999999999996,16,5,3,17.01739130434783,26.7,7.522826086956522,1.2,1,0,0,0.0,0,26,1007.1,10.946739130434782,202.50000000000003,2.2010869565217392,10.817391304347828,7.1,17.3,0,1,0
Western Australia,1993,May-Aug,5,8,3,123,-31.0,117.0,277.2,2.2536585365853656,37,86,50.0,55.199999999999996,16,5,3,16.934959349593495,26.7,7.051219512195122,0.8,1,0,0,0.0,0,38,1418.0000000000005,11.52845528455285,269.5,2.1910569105691056,10.75691056910569,7.0,17.3,0,1,0
Western Australia,1993,May-Sep,5,9,4,153,-31.0,117.0,307.7,2.011111111111111,45,108,50.0,55.199999999999996,16,5,3,17.38235294117647,26.7,6.988235294117647,0.8,5,0,0,0.0,0,47,1923.6999999999998,12.573202614379083,368.7,2.4098039215686273,10.74313725490196,5.9,17.3,0,4,0
Western Australia,1993,May-Oct,5,10,5,184,-31.0,117.0,329.1,1.7885869565217392,50,134,50.0,55.199999999999996,16,5,3,18.243478260869566,30.9,7.060326086956521,0.8,13,1,0,0.8999999999999986,0,57,2657.2,14.441304347826087,519.8,2.8249999999999997,10.621195652173913,5.5,17.3,1,15,1
Western Australia,1994,May-Jun,5,6,1,61,-31.0,117.0,93.09999999999998,1.526229508196721,14,47,32.0,35.9,20,4,0,20.695081967213117,30.8,8.693442622950819,2.1,10,2,0,1.0,0,7,720.1999999999998,11.806557377049177,167.6,2.7475409836065574,11.49672131147541,7.6,19.3,2,3,2
Western Australia,1994,May-Jul,5,7,2,92,-31.0,117.0,118.4,1.2869565217391306,22,70,32.0,35.9,20,4,0,19.695652173913043,30.8,8.16195652173913,1.7,10,2,0,1.0,0,15,1088.2999999999997,11.829347826086954,226.50000000000003,2.461956521739131,11.443478260869565,6.8,19.3,2,3,2
Western Australia,1994,May-Aug,5,8,3,123,-31.0,117.0,157.70000000000002,1.2821138211382115,28,95,32.0,35.9,20,5,0,19.51869918699187,30.8,7.872357723577235,1.7,12,2,0,1.0,0,25,1589.5,12.922764227642276,310.4,2.5235772357723576,11.236585365853657,6.8,19.3,2,3,2
Western Australia,1994,May-Sep,5,9,4,153,-31.0,117.0,174.2,1.138562091503268,30,123,32.0,35.9,20,6,0,20.104575163398692,31.7,7.856209150326797,1.0,19,4,0,3.3000000000000007,0,30,2145.3999999999996,14.02222222222222,447.5,2.9248366013071894,11.118954248366013,6.8,19.3,4,17,4
Western Australia,1994,May-Oct,5,10,5,184,-31.0,117.0,176.0,0.9565217391304348,30,154,32.0,35.9,50,6,0,21.04945652173913,34.8,8.109239130434782,1.0,34,11,0,21.4,0,34,2839.0,15.429347826086957,655.0,3.5597826086956523,10.927717391304348,5.5,19.3,11,43,11
Western Australia,1995,May-Jun,5,6,1,61,-31.0,117.0,133.79999999999998,2.1934426229508195,19,42,47.9,56.5,9,4,0,17.71967213114754,26.2,7.595081967213114,1.2,2,0,0,0.0,0,14,675.9000000000001,11.08032786885246,140.69999999999996,2.3065573770491796,11.016393442622952,8.1,20.6,0,2,0
Western Australia,1995,May-Jul,5,7,2,92,-31.0,117.0,273.49999999999994,2.972826086956521,35,57,49.8,66.10000000000001,10,8,2,17.183695652173913,26.2,7.414130434782609,1.2,2,0,0,0.0,0,21,992.6,10.789130434782608,211.9,2.3032608695652175,11.023913043478263,7.9,20.6,0,2,0
Western Australia,1995,May-Aug,5,8,3,123,-31.0,117.0,299.29999999999995,2.433333333333333,40,83,49.8,66.10000000000001,10,9,2,17.416260162601624,26.4,7.214634146341464,1.2,3,0,0,0.0,0,29,1456.2,11.839024390243903,293.59999999999997,2.386991869918699,11.04959349593496,7.4,20.6,0,3,0
Western Australia,1995,May-Sep,5,9,4,153,-31.0,117.0,329.7,2.1549019607843136,45,108,49.8,66.10000000000001,17,9,2,17.984967320261436,27.3,7.326797385620915,1.2,5,0,0,0.0,0,33,2002.6999999999998,13.08954248366013,399.7,2.612418300653595,11.186928104575163,7.4,20.6,0,6,0
Western Australia,1995,May-Oct,5,10,5,184,-31.0,117.0,347.99999999999994,1.8913043478260867,48,136,49.8,66.10000000000001,33,10,2,19.220108695652176,35.7,7.73804347826087,1.2,18,7,1,16.0,0,34,2783.4,15.127173913043478,591.3,3.213586956521739,11.230434782608697,6.7,20.6,7,27,7
Western Australia,1996,May-Jun,5,6,1,61,-31.0,117.0,91.20000000000002,1.495081967213115,16,45,21.6,41.300000000000004,14,2,0,20.71475409836065,31.4,9.044262295081964,4.0,8,1,0,1.3999999999999986,0,5,681.5,11.172131147540984,174.60000000000002,2.8622950819672135,11.827868852459014,6.0,18.9,1,3,1
Western Australia,1996,May-Jul,5,7,2,92,-31.0,117.0,179.0,1.9456521739130435,30,62,21.6,41.300000000000004,14,4,0,19.275,31.4,8.692391304347826,2.6,8,1,0,1.3999999999999986,0,8,982.7,10.681521739130435,240.3,2.6119565217391307,11.78804347826087,6.0,18.9,1,3,1
Western Australia,1996,May-Aug,5,8,3,123,-31.0,117.0,229.0,1.8617886178861789,44,79,21.6,41.300000000000004,14,5,0,18.604065040650404,31.4,8.089430894308943,0.6,8,1,0,1.3999999999999986,0,19,1413.2,11.489430894308944,309.9000000000001,2.519512195121952,11.634146341463417,6.0,18.9,1,3,1
Western Australia,1996,May-Sep,5,9,4,153,-31.0,117.0,275.90000000000003,1.8032679738562094,54,99,21.6,41.300000000000004,14,6,0,18.776470588235295,31.4,8.040522875816993,0.6,9,1,0,1.3999999999999986,0,27,1962.2000000000003,12.824836601307192,412.1,2.693464052287582,11.760784313725491,6.0,18.9,1,5,1
Western Australia,1996,May-Oct,5,10,5,184,-31.0,117.0,302.4,1.643478260869565,59,125,21.6,41.300000000000004,14,7,0,19.934239130434783,36.4,8.272282608695651,0.6,27,7,2,18.199999999999992,0,30,2716.9,14.765760869565218,594.5,3.2309782608695654,11.707608695652173,6.0,20.0,7,23,7
Western Australia,1997,May-Jun,5,6,1,61,-31.0,117.0,59.8,0.9803278688524589,14,47,13.7,18.4,10,0,0,19.31967213114754,26.6,8.809836065573773,2.7,2,0,0,0.0,0,6,656.2000000000002,10.75737704918033,135.2,2.216393442622951,12.00983606557377,6.3,21.1,0,0,0
Western Australia,1997,May-Jul,5,7,2,92,-31.0,117.0,109.2,1.1869565217391305,23,69,16.3,31.2,11,2,0,18.473913043478262,26.6,7.200000000000001,-0.5,2,0,0,0.0,4,23,1013.4999999999999,11.016304347826086,202.9,2.2054347826086955,11.096739130434784,5.6,21.1,0,0,0
Western Australia,1997,May-Aug,5,8,3,123,-31.0,117.0,164.9,1.3406504065040652,30,93,24.9,46.3,12,3,0,18.116260162601627,26.6,6.740650406504065,-0.5,2,0,0,0.0,4,37,1481.6000000000001,12.045528455284554,278.8,2.2666666666666666,10.994308943089433,5.6,21.1,0,1,0
Western Australia,1997,May-Sep,5,9,4,153,-31.0,117.0,195.4,1.277124183006536,34,119,24.9,46.3,19,5,0,18.53464052287582,27.0,6.738562091503268,-0.5,5,0,0,0.0,4,44,2024.4,13.231372549019609,382.0,2.496732026143791,11.27450980392157,5.6,21.1,0,4,0
Western Australia,1997,May-Oct,5,10,5,184,-31.0,117.0,210.8,1.1456521739130436,38,146,24.9,46.3,20,6,0,19.67771739130435,33.3,7.236413043478261,-0.5,23,3,0,6.599999999999998,4,45,2806.2999999999997,15.251630434782607,584.8,3.178260869565217,11.311413043478263,5.6,21.1,3,29,3
Western Australia,1998,May-Jun,5,6,1,61,-31.0,117.0,127.89999999999998,2.0967213114754095,17,44,34.3,53.3,9,4,0,19.6327868852459,32.2,9.473770491803279,2.0,9,2,0,2.3000000000000043,0,9,627.0,10.278688524590164,158.99999999999997,2.60655737704918,12.659016393442624,7.8,19.6,2,6,2
Western Australia,1998,May-Jul,5,7,2,92,-31.0,117.0,196.79999999999998,2.1391304347826083,30,62,34.3,53.3,9,4,0,17.78804347826087,32.2,7.929347826086956,0.1,9,2,0,2.3000000000000043,0,25,926.1000000000001,10.066304347826089,205.0,2.2282608695652173,11.820652173913047,7.4,19.6,2,6,2
Western Australia,1998,May-Aug,5,8,3,123,-31.0,117.0,246.8,2.0065040650406507,41,82,34.3,53.3,9,4,0,17.85609756097561,32.2,7.903252032520325,0.1,10,2,0,2.3000000000000043,0,30,1309.1000000000001,10.64308943089431,273.30000000000007,2.2219512195121958,11.974796747967481,7.4,19.6,2,7,2
Western Australia,1998,May-Sep,5,9,4,153,-31.0,117.0,275.6,1.8013071895424837,47,106,34.3,53.3,16,5,0,18.062091503267975,32.2,7.540522875816992,0.1,10,2,0,2.3000000000000043,0,43,1879.3999999999999,12.283660130718953,385.79999999999995,2.5215686274509803,11.790849673202615,6.6,19.6,2,10,2
Western Australia,1998,May-Oct,5,10,5,184,-31.0,117.0,280.79999999999995,1.526086956521739,48,136,34.3,53.3,24,5,0,19.180978260869566,37.4,7.758152173913044,0.1,24,5,1,12.100000000000005,0,46,2660.9,14.461413043478261,576.4,3.132608695652174,11.666304347826086,6.5,19.6,5,31,5
Western Australia,1999,May-Jun,5,6,1,61,-31.0,117.0,195.6,3.2065573770491804,24,37,104.4,106.7,6,4,2,19.180327868852462,28.7,9.236065573770489,2.0,6,0,0,0.0,0,8,644.6,10.567213114754098,137.00000000000003,2.245901639344263,12.859016393442621,7.8,18.8,0,0,0
Western Australia,1999,May-Jul,5,7,2,92,-31.0,117.0,257.6,2.8000000000000003,33,59,104.4,106.7,9,6,2,18.458695652173912,28.7,8.227173913043478,1.3,6,0,0,0.0,0,21,1010.4999999999998,10.98369565217391,203.19999999999996,2.2086956521739127,12.02173913043478,7.4,18.8,0,0,0
Western Australia,1999,May-Aug,5,8,3,123,-31.0,117.0,302.0,2.4552845528455283,43,80,104.4,106.7,9,7,2,18.152845528455288,28.7,7.535772357723577,0.8,6,0,0,0.0,0,37,1459.6999999999998,11.867479674796746,285.4,2.3203252032520325,11.683739837398376,7.4,18.8,0,0,0
Western Australia,1999,May-Sep,5,9,4,153,-31.0,117.0,353.1,2.307843137254902,53,100,104.4,106.7,9,8,2,18.474509803921567,28.7,7.415686274509805,0.8,9,0,0,0.0,0,46,2028.8999999999999,13.26078431372549,390.59999999999997,2.552941176470588,11.715032679738563,7.0,18.8,0,2,0
Western Australia,1999,May-Oct,5,10,5,184,-31.0,117.0,387.4,2.1054347826086954,57,127,104.4,106.7,17,10,2,19.316847826086956,32.0,7.627717391304348,0.8,20,1,0,2.0,0,47,2802.1,15.228804347826086,568.9,3.091847826086956,11.604347826086956,6.7,18.8,1,23,1
Western Australia,2000,May-Jun,5,6,1,61,-31.0,117.0,35.800000000000004,0.5868852459016394,11,50,10.6,18.9,28,1,0,19.890163934426234,26.0,6.8999999999999995,2.5,1,0,0,0.0,0,16,765.9000000000001,12.555737704918034,159.59999999999997,2.6163934426229503,9.94098360655738,5.7,15.4,0,1,0
