season,year_start,region,crop,area_000ha,production_kt,yield_t_ha
2005-06,2005,Western Australia,Oats,270.6,591.349,2.1853252032520327
2006-07,2006,Western Australia,Oats,299.017,441.028,1.4749261747659832
2007-08,2007,Western Australia,Oats,396.82,839.516,2.115609092283655
2008-09,2008,Western Australia,Oats,294.937,568.278,1.9267775830092528
2009-10,2009,Western Australia,Oats,263.274,493.253,1.873534796447807
2010-11,2010,Western Australia,Oats,254.86,283.297,1.1115789060660755
2011-12,2011,Western Australia,Oats,287.544,661.965,2.302134629830565
2012-13,2012,Western Australia,Oats,258.172,502.281,1.9455285623537795
2013-14,2013,Western Australia,Oats,259.814,661.401,2.545671133965067
2014-15,2014,Western Australia,Oats,233.23,557.595,2.39075161857394
2015-16,2015,Western Australia,Oats,299.755,601.41,2.0063385097829896
2016-17,2016,Western Australia,Oats,402.883,1035.754,2.5708555585616666
2017-18,2017,Western Australia,Oats,306.385,697.234,2.275679292393557
2018-19,2018,Western Australia,Oats,315.929,687.05,2.1746974794969756
2019-20,2019,Western Australia,Oats,298.52,643.167,2.1545189602036716
2020-21,2020,Western Australia,Oats,379.412,688.251,1.8139937587635604
2021-22,2021,Western Australia,Oats,369.635,937.443,2.5361315892704965
1989-90,1989,Western Australia,Wheat,3476.4,4800.0,1.380738695201933
1990-91,1990,Western Australia,Wheat,3632.2,5449.1,1.5002202521887562
1991-92,1991,Western Australia,Wheat,3229.9,4736.0,1.4662992662311527
1992-93,1992,Western Australia,Wheat,3669.3,5978.9,1.629438857547761
1993-94,1993,Western Australia,Wheat,3852.4,6689.3,1.7363980895026476
1994-95,1994,Western Australia,Wheat,3848.3,5437.9,1.4130655094457292
1995-96,1995,Western Australia,Wheat,3892.4,6826.7,1.753853663549481
1996-97,1996,Western Australia,Wheat,4263.7,7516.0,1.7627881886624295
1997-98,1997,Western Australia,Wheat,4204.9,7724.5,1.8370234726152823
1998-99,1998,Western Australia,Wheat,4515.3,8170.1,1.8094257302947756
1999-00,1999,Western Australia,Wheat,4556.2,9004.1,1.9762301918265222
2000-01,2000,Western Australia,Wheat,4460.3,5814.4,1.3035894446561889
2001-02,2001,Western Australia,Wheat,4349.9,7759.9,1.7839260672659143
2002-03,2002,Western Australia,Wheat,4457.7,4046.9,0.9078448527267425
2003-04,2003,Western Australia,Wheat,4917.0,11070.0,2.25137278828554
2004-05,2004,Western Australia,Wheat,5118.3,8618.9,1.683938026297794
2005-06,2005,Western Australia,Wheat,4752.7,9088.1,1.9121972773370928
2006-07,2006,Western Australia,Wheat,4037.0,5134.3,1.2718107505573446
2007-08,2007,Western Australia,Wheat,4258.2,5820.2,1.3668216617350055
2008-09,2008,Western Australia,Wheat,4541.9,8274.0,1.8217045729760675
2009-10,2009,Western Australia,Wheat,5005.9,8114.1,1.6209073293513656
2010-11,2010,Western Australia,Wheat,4639.5,5004.6,1.0786938247655997
2011-12,2011,Western Australia,Wheat,5155.761,11045.107,2.142284524049893
2012-13,2012,Western Australia,Wheat,4909.209,6744.055,1.373755935019267
2013-14,2013,Western Australia,Wheat,5114.891,9976.941,1.950567666055836
2014-15,2014,Western Australia,Wheat,5038.134,8824.41,1.7515234807172655
2015-16,2015,Western Australia,Wheat,4615.761,8510.577,1.8438079874586224
2016-17,2016,Western Australia,Wheat,4677.774,9644.881,2.0618527102848487
2017-18,2017,Western Australia,Wheat,4056.574,7698.552,1.8977965149902354
2018-19,2018,Western Australia,Wheat,4369.2,9979.22,2.2839924929048796
2019-20,2019,Western Australia,Wheat,4132.709,5842.187,1.4136458676379102
2020-21,2020,Western Australia,Wheat,4387.514,8792.706,2.0040291609325918
2021-22,2021,Western Australia,Wheat,4718.004,12919.145,2.7382649527215324
